Model,DPO4034B,,,
-9.61E+01,nan,nan,nan,nan
-9.61E+01,nan,nan,nan,nan
-9.60E+01,nan,nan,nan,nan
-9.60E+01,nan,nan,nan,nan
-9.60E+01,nan,nan,nan,nan
-9.60E+01,nan,nan,nan,nan
-9.60E+01,nan,nan,nan,nan
-9.59E+01,nan,nan,nan,nan
-9.59E+01,nan,nan,nan,nan
-9.59E+01,nan,nan,nan,nan
-9.59E+01,nan,nan,nan,nan
-9.59E+01,nan,nan,nan,nan
-9.58E+01,nan,nan,nan,nan
-9.58E+01,nan,nan,nan,nan
-9.58E+01,nan,nan,nan,nan
-9.58E+01,nan,nan,nan,nan
-9.58E+01,nan,nan,nan,nan
-9.57E+01,nan,nan,nan,nan
-9.57E+01,nan,nan,nan,nan
-9.57E+01,nan,nan,nan,nan
-9.57E+01,nan,nan,nan,nan
-9.57E+01,nan,nan,nan,nan
-9.56E+01,nan,nan,nan,nan
-9.56E+01,nan,nan,nan,nan
-9.56E+01,nan,nan,nan,nan
-9.56E+01,nan,nan,nan,nan
-9.56E+01,nan,nan,nan,nan
-9.55E+01,nan,nan,nan,nan
-9.55E+01,nan,nan,nan,nan
-9.55E+01,nan,nan,nan,nan
-9.55E+01,nan,nan,nan,nan
-9.55E+01,nan,nan,nan,nan
-9.54E+01,nan,nan,nan,nan
-9.54E+01,nan,nan,nan,nan
-9.54E+01,nan,nan,nan,nan
-9.54E+01,nan,nan,nan,nan
-9.54E+01,nan,nan,nan,nan
-9.53E+01,nan,nan,nan,nan
-9.53E+01,nan,nan,nan,nan
-9.53E+01,nan,nan,nan,nan
-9.53E+01,nan,nan,nan,nan
-9.53E+01,nan,nan,nan,nan
-9.52E+01,nan,nan,nan,nan
-9.52E+01,nan,nan,nan,nan
-9.52E+01,nan,nan,nan,nan
-9.52E+01,nan,nan,nan,nan
-9.52E+01,nan,nan,nan,nan
-9.51E+01,nan,nan,nan,nan
-9.51E+01,nan,nan,nan,nan
-9.51E+01,nan,nan,nan,nan
-9.51E+01,nan,nan,nan,nan
-9.51E+01,nan,nan,nan,nan
-9.50E+01,nan,nan,nan,nan
-9.50E+01,nan,nan,nan,nan
-9.50E+01,nan,nan,nan,nan
-9.50E+01,nan,nan,nan,nan
-9.50E+01,nan,nan,nan,nan
-9.49E+01,nan,nan,nan,nan
-9.49E+01,nan,nan,nan,nan
-9.49E+01,nan,nan,nan,nan
-9.49E+01,nan,nan,nan,nan
-9.49E+01,nan,nan,nan,nan
-9.48E+01,nan,nan,nan,nan
-9.48E+01,nan,nan,nan,nan
-9.48E+01,nan,nan,nan,nan
-9.48E+01,nan,nan,nan,nan
-9.48E+01,nan,nan,nan,nan
-9.47E+01,nan,nan,nan,nan
-9.47E+01,nan,nan,nan,nan
-9.47E+01,nan,nan,nan,nan
-9.47E+01,nan,nan,nan,nan
-9.47E+01,nan,nan,nan,nan
-9.46E+01,nan,nan,nan,nan
-9.46E+01,nan,nan,nan,nan
-9.46E+01,nan,nan,nan,nan
-9.46E+01,nan,nan,nan,nan
-9.46E+01,nan,nan,nan,nan
-9.45E+01,nan,nan,nan,nan
-9.45E+01,nan,nan,nan,nan
-9.45E+01,nan,nan,nan,nan
-9.45E+01,nan,nan,nan,nan
-9.45E+01,nan,nan,nan,nan
-9.44E+01,nan,nan,nan,nan
-9.44E+01,nan,nan,nan,nan
-9.44E+01,nan,nan,nan,nan
-9.44E+01,nan,nan,nan,nan
-9.44E+01,nan,nan,nan,nan
-9.43E+01,nan,nan,nan,nan
-9.43E+01,nan,nan,nan,nan
-9.43E+01,nan,nan,nan,nan
-9.43E+01,nan,nan,nan,nan
-9.43E+01,nan,nan,nan,nan
-9.42E+01,nan,nan,nan,nan
-9.42E+01,nan,nan,nan,nan
-9.42E+01,nan,nan,nan,nan
-9.42E+01,nan,nan,nan,nan
-9.42E+01,nan,nan,nan,nan
-9.41E+01,nan,nan,nan,nan
-9.41E+01,nan,nan,nan,nan
-9.41E+01,nan,nan,nan,nan
-9.41E+01,nan,nan,nan,nan
-9.41E+01,nan,nan,nan,nan
-9.40E+01,nan,nan,nan,nan
-9.40E+01,nan,nan,nan,nan
-9.40E+01,nan,nan,nan,nan
-9.40E+01,nan,nan,nan,nan
-9.40E+01,nan,nan,nan,nan
-9.39E+01,nan,nan,nan,nan
-9.39E+01,nan,nan,nan,nan
-9.39E+01,nan,nan,nan,nan
-9.39E+01,nan,nan,nan,nan
-9.39E+01,nan,nan,nan,nan
-9.38E+01,nan,nan,nan,nan
-9.38E+01,nan,nan,nan,nan
-9.38E+01,nan,nan,nan,nan
-9.38E+01,nan,nan,nan,nan
-9.38E+01,nan,nan,nan,nan
-9.37E+01,nan,nan,nan,nan
-9.37E+01,nan,nan,nan,nan
-9.37E+01,nan,nan,nan,nan
-9.37E+01,nan,nan,nan,nan
-9.37E+01,nan,nan,nan,nan
-9.36E+01,nan,nan,nan,nan
-9.36E+01,nan,nan,nan,nan
-9.36E+01,nan,nan,nan,nan
-9.36E+01,nan,nan,nan,nan
-9.36E+01,nan,nan,nan,nan
-9.35E+01,nan,nan,nan,nan
-9.35E+01,nan,nan,nan,nan
-9.35E+01,nan,nan,nan,nan
-9.35E+01,nan,nan,nan,nan
-9.35E+01,nan,nan,nan,nan
-9.34E+01,nan,nan,nan,nan
-9.34E+01,nan,nan,nan,nan
-9.34E+01,nan,nan,nan,nan
-9.34E+01,nan,nan,nan,nan
-9.34E+01,nan,nan,nan,nan
-9.33E+01,nan,nan,nan,nan
-9.33E+01,nan,nan,nan,nan
-9.33E+01,nan,nan,nan,nan
-9.33E+01,nan,nan,nan,nan
-9.33E+01,nan,nan,nan,nan
-9.32E+01,nan,nan,nan,nan
-9.32E+01,nan,nan,nan,nan
-9.32E+01,nan,nan,nan,nan
-9.32E+01,nan,nan,nan,nan
-9.32E+01,nan,nan,nan,nan
-9.31E+01,nan,nan,nan,nan
-9.31E+01,nan,nan,nan,nan
-9.31E+01,nan,nan,nan,nan
-9.31E+01,nan,nan,nan,nan
-9.31E+01,nan,nan,nan,nan
-9.30E+01,nan,nan,nan,nan
-9.30E+01,nan,nan,nan,nan
-9.30E+01,nan,nan,nan,nan
-9.30E+01,nan,nan,nan,nan
-9.30E+01,nan,nan,nan,nan
-9.29E+01,nan,nan,nan,nan
-9.29E+01,nan,nan,nan,nan
-9.29E+01,nan,nan,nan,nan
-9.29E+01,nan,nan,nan,nan
-9.29E+01,nan,nan,nan,nan
-9.28E+01,nan,nan,nan,nan
-9.28E+01,nan,nan,nan,nan
-9.28E+01,nan,nan,nan,nan
-9.28E+01,nan,nan,nan,nan
-9.28E+01,nan,nan,nan,nan
-9.27E+01,nan,nan,nan,nan
-9.27E+01,nan,nan,nan,nan
-9.27E+01,nan,nan,nan,nan
-9.27E+01,nan,nan,nan,nan
-9.27E+01,nan,nan,nan,nan
-9.26E+01,nan,nan,nan,nan
-9.26E+01,nan,nan,nan,nan
-9.26E+01,nan,nan,nan,nan
-9.26E+01,nan,nan,nan,nan
-9.26E+01,nan,nan,nan,nan
-9.25E+01,nan,nan,nan,nan
-9.25E+01,nan,nan,nan,nan
-9.25E+01,nan,nan,nan,nan
-9.25E+01,nan,nan,nan,nan
-9.25E+01,nan,nan,nan,nan
-9.24E+01,nan,nan,nan,nan
-9.24E+01,nan,nan,nan,nan
-9.24E+01,nan,nan,nan,nan
-9.24E+01,nan,nan,nan,nan
-9.24E+01,nan,nan,nan,nan
-9.23E+01,nan,nan,nan,nan
-9.23E+01,nan,nan,nan,nan
-9.23E+01,nan,nan,nan,nan
-9.23E+01,nan,nan,nan,nan
-9.23E+01,nan,nan,nan,nan
-9.22E+01,nan,nan,nan,nan
-9.22E+01,nan,nan,nan,nan
-9.22E+01,0,-1,0,0
-9.22E+01,0,0,0,0
-9.22E+01,0,0,0,0
-9.21E+01,0,0,0,0
-9.21E+01,0,0,0,0.08
-9.21E+01,0,0,0,0
-9.21E+01,0,0,0,0
-9.21E+01,0,0,0,0
-9.20E+01,0,0,0,0
-9.20E+01,0,-1,0,0
-9.20E+01,0,0,0,0
-9.20E+01,0,0,0,0
-9.20E+01,-1,0,0,0
-9.19E+01,0,-1,0,0.08
-9.19E+01,0,0,0,-0.08
-9.19E+01,0,0,0,0
-9.19E+01,0,0,0,0
-9.19E+01,0,-1,0,0
-9.18E+01,0,0,0,0
-9.18E+01,0,0,0,0
-9.18E+01,0,0,0,0
-9.18E+01,0,0,0,0
-9.18E+01,0,-1,0,0
-9.17E+01,0,0,0,0.08
-9.17E+01,0,-1,0,0
-9.17E+01,0,0,0,0
-9.17E+01,0,0,0,0
-9.17E+01,0,0,0,0.08
-9.16E+01,0,0,0,0
-9.16E+01,-1,0,0,0
-9.16E+01,0,0,0,0
-9.16E+01,0,0,0,0
-9.16E+01,0,-1,0.08,0
-9.15E+01,0,0,0,0
-9.15E+01,0,-1,0,0
-9.15E+01,0,1,0,0
-9.15E+01,-1,0,0,0
-9.15E+01,0,0,0,0
-9.14E+01,0,0,0,0
-9.14E+01,0,0,0,0
-9.14E+01,0,0,0,0
-9.14E+01,0,0,0,0.08
-9.14E+01,-1,0,0,0
-9.13E+01,0,0,0,0
-9.13E+01,0,0,0,0
-9.13E+01,-1,0,0,0
-9.13E+01,-1,0,0,0.08
-9.13E+01,0,0,0,0
-9.12E+01,0,0,0,0
-9.12E+01,0,0,0,0
-9.12E+01,0,0,0,0
-9.12E+01,0,0,0,0
-9.12E+01,0,0,0,-0.08
-9.11E+01,-1,0,0,0
-9.11E+01,0,0,0,0
-9.11E+01,0,0,0,0
-9.11E+01,0,0,0,0
-9.11E+01,0,0,0,0
-9.10E+01,0,0,0,0
-9.10E+01,0,0,0,0
-9.10E+01,0,0,0,0
-9.10E+01,1,0,0,0
-9.10E+01,1,0,-0.08,0
-9.09E+01,0,-1,-0.08,0
-9.09E+01,-1,1,0,0
-9.09E+01,0,0,0,0
-9.09E+01,1,0,0,0
-9.09E+01,0,0,0,0
-9.08E+01,0,0,0,0
-9.08E+01,0,0,0,0
-9.08E+01,0,0,0,0
-9.08E+01,0,0,0,0
-9.08E+01,0,0,0,0
-9.07E+01,0,-1,0,0
-9.07E+01,0,0,0,0
-9.07E+01,0,0,0,0
-9.07E+01,0,-1,0,0
-9.07E+01,0,-1,0,0
-9.06E+01,0,0,0,0
-9.06E+01,0,0,0,0
-9.06E+01,0,-1,0,0
-9.06E+01,0,0,0,0
-9.06E+01,0,-1,0,0
-9.05E+01,0,0,0,0
-9.05E+01,1,0,0,0
-9.05E+01,0,-1,0,0.08
-9.05E+01,0,0,0,0
-9.05E+01,0,0,0,0
-9.04E+01,0,0,-0.08,0
-9.04E+01,0,0,-0.08,0
-9.04E+01,0,1,-0.08,0.08
-9.04E+01,0,0,0,0
-9.04E+01,-1,0,-0.08,0
-9.03E+01,0,0,0,0.08
-9.03E+01,0,-1,0,0
-9.03E+01,0,0,-0.08,0
-9.03E+01,0,0,0,0
-9.03E+01,0,0,-0.08,0
-9.02E+01,0,0,0,0.08
-9.02E+01,0,0,-0.08,0
-9.02E+01,0,0,-0.08,0
-9.02E+01,0,0,-0.08,0
-9.02E+01,0,0,0,0
-9.01E+01,0,-1,-0.08,0
-9.01E+01,0,0,-0.08,0
-9.01E+01,0,0,0,0
-9.01E+01,0,0,0,0
-9.01E+01,0,0,0,0
-9.00E+01,0,0,0,0
-9.00E+01,0,0,0,0
-9.00E+01,0,0,0,0
-9.00E+01,0,0,-0.08,0.08
-9.00E+01,0,0,-0.08,0
-8.99E+01,1,-1,0,0.08
-8.99E+01,0,0,0,0
-8.99E+01,0,0,-0.08,0
-8.99E+01,0,0,-0.08,0
-8.99E+01,0,0,0,0
-8.98E+01,0,-1,0,0
-8.98E+01,0,0,0,0
-8.98E+01,0,0,0,0
-8.98E+01,0,0,0,0
-8.98E+01,-1,0,0,0
-8.97E+01,0,0,0,0
-8.97E+01,0,0,-0.08,0
-8.97E+01,0,0,0,0
-8.97E+01,0,0,-0.08,0
-8.97E+01,0,-1,0,0
-8.96E+01,0,0,0,0
-8.96E+01,0,0,0,0
-8.96E+01,0,-1,0,0.08
-8.96E+01,0,0,-0.08,0
-8.96E+01,0,0,-0.08,0
-8.95E+01,1,0,-0.08,0
-8.95E+01,0,0,0,0
-8.95E+01,0,-1,0,0
-8.95E+01,1,0,-0.08,0
-8.95E+01,1,0,-0.08,-0.72
-8.94E+01,0,0,-0.08,0.08
-8.94E+01,1,0,-0.08,0
-8.94E+01,0,0,0,0
-8.94E+01,1,0,-0.08,0.08
-8.94E+01,1,0,0,0.08
-8.93E+01,0,0,-0.08,0
-8.93E+01,0,-1,0,0
-8.93E+01,0,0,0,0
-8.93E+01,-1,0,-0.08,0.08
-8.93E+01,0,0,-0.08,0
-8.92E+01,0,1,0,0
-8.92E+01,0,0,0,0
-8.92E+01,0,0,0,0
-8.92E+01,1,0,0,0
-8.92E+01,0,0,0,0
-8.91E+01,0,0,0,0
-8.91E+01,0,0,-0.08,0
-8.91E+01,0,0,0,0
-8.91E+01,0,0,-0.08,0
-8.91E+01,0,0,-0.08,0
-8.90E+01,1,0,0,0
-8.90E+01,0,0,0,0
-8.90E+01,1,0,0,0
-8.90E+01,0,-1,0,0
-8.90E+01,0,0,0,0
-8.89E+01,0,-1,-0.08,0
-8.89E+01,0,0,0,0
-8.89E+01,0,-1,0,0
-8.89E+01,0,0,-0.08,-0.08
-8.89E+01,0,0,-0.16,0
-8.88E+01,0,0,0,0
-8.88E+01,0,0,0,0
-8.88E+01,-1,0,-0.08,0
-8.88E+01,0,0,0,0
-8.88E+01,0,0,0,0
-8.87E+01,0,1,-0.08,0
-8.87E+01,0,0,-0.08,0
-8.87E+01,0,0,0,0
-8.87E+01,0,0,-0.08,0
-8.87E+01,0,0,0,0
-8.86E+01,0,0,-0.08,-0.08
-8.86E+01,0,0,-0.08,0
-8.86E+01,0,0,-0.08,0
-8.86E+01,-1,0,0,0
-8.86E+01,0,0,0,0
-8.85E+01,0,0,-0.08,0
-8.85E+01,0,0,0,0
-8.85E+01,0,0,-0.08,0
-8.85E+01,1,0,0,0
-8.85E+01,1,-1,-0.08,0
-8.84E+01,0,0,0,0
-8.84E+01,0,0,-0.08,0
-8.84E+01,1,-1,0,0
-8.84E+01,0,0,-0.08,0
-8.84E+01,0,0,0,0
-8.83E+01,0,0,0,0
-8.83E+01,0,0,0,0
-8.83E+01,0,0,-0.08,0
-8.83E+01,0,0,0,0
-8.83E+01,-1,0,0,0
-8.82E+01,0,0,0,0
-8.82E+01,0,-1,-0.08,0
-8.82E+01,0,0,0,0
-8.82E+01,0,0,0,0
-8.82E+01,0,-1,-0.08,0.08
-8.81E+01,0,0,-0.08,0
-8.81E+01,0,0,-0.08,0.08
-8.81E+01,0,0,0,0
-8.81E+01,0,-1,0,0
-8.81E+01,0,0,-0.08,0
-8.80E+01,0,0,0,0
-8.80E+01,0,-1,-0.08,0
-8.80E+01,0,-1,-0.08,0
-8.80E+01,0,-1,0,0
-8.80E+01,0,0,-0.08,0
-8.79E+01,-1,0,-0.08,0
-8.79E+01,0,0,0,0
-8.79E+01,0,0,-0.08,0
-8.79E+01,0,0,0,0
-8.79E+01,-1,-1,0,0
-8.78E+01,0,0,-0.08,0
-8.78E+01,0,0,-0.08,0
-8.78E+01,-1,0,0,0.08
-8.78E+01,0,0,-0.08,0
-8.78E+01,0,0,-0.08,0
-8.77E+01,0,0,0,0
-8.77E+01,-1,0,0,0
-8.77E+01,0,0,-0.08,0
-8.77E+01,0,0,-0.08,0
-8.77E+01,0,0,-0.08,0
-8.76E+01,0,-1,-0.08,0
-8.76E+01,0,0,0,-0.08
-8.76E+01,0,0,0,0
-8.76E+01,0,0,-0.08,0
-8.76E+01,0,0,-0.08,0
-8.75E+01,-1,0,0,0
-8.75E+01,0,0,-0.08,0
-8.75E+01,0,0,-0.08,0
-8.75E+01,0,0,0,0
-8.75E+01,0,-1,-0.08,0
-8.74E+01,0,0,-0.08,0
-8.74E+01,0,0,0,0
-8.74E+01,0,1,0,0
-8.74E+01,0,0,-0.08,0
-8.74E+01,0,0,0,0
-8.73E+01,0,0,-0.08,0
-8.73E+01,-1,0,0,0
-8.73E+01,0,-1,0,-0.08
-8.73E+01,0,0,0,0
-8.73E+01,0,0,0,0
-8.72E+01,0,0,0,0
-8.72E+01,1,0,-0.08,0
-8.72E+01,0,-1,0,0
-8.72E+01,0,0,0,0.08
-8.72E+01,0,0,-0.08,0
-8.71E+01,0,0,0,0
-8.71E+01,0,0,-0.08,0
-8.71E+01,0,0,-0.08,0
-8.71E+01,0,0,0,0
-8.71E+01,0,0,0,0
-8.70E+01,0,0,0,0
-8.70E+01,0,0,-0.08,0
-8.70E+01,0,0,0,0
-8.70E+01,0,0,-0.08,0
-8.70E+01,0,0,0,0
-8.69E+01,0,0,-0.08,0.08
-8.69E+01,0,0,0,0
-8.69E+01,0,0,-0.08,0
-8.69E+01,0,0,0,0
-8.69E+01,0,1,0,0.08
-8.68E+01,0,0,-0.08,0
-8.68E+01,1,0,-0.08,0
-8.68E+01,0,0,0,0
-8.68E+01,0,0,0,0
-8.68E+01,0,0,-0.08,0
-8.67E+01,0,0,-0.08,0
-8.67E+01,0,0,0,0
-8.67E+01,0,0,-0.08,0.08
-8.67E+01,0,0,0,0
-8.67E+01,-1,-1,0,0
-8.66E+01,0,-1,0,0
-8.66E+01,0,-1,-0.08,0
-8.66E+01,0,-1,0,0
-8.66E+01,1,0,0,0
-8.66E+01,0,0,0,0
-8.65E+01,-1,0,-0.08,0
-8.65E+01,0,0,0,0
-8.65E+01,0,-1,0,0
-8.65E+01,0,-1,0,0
-8.65E+01,0,0,0,0
-8.64E+01,0,0,-0.08,0.08
-8.64E+01,0,0,-0.08,0.08
-8.64E+01,0,0,0,0
-8.64E+01,0,0,-0.08,0
-8.64E+01,0,0,-0.08,0
-8.63E+01,0,0,-0.08,0
-8.63E+01,0,0,0,0
-8.63E+01,0,0,-0.08,0
-8.63E+01,0,0,-0.08,0
-8.63E+01,0,0,-0.08,0
-8.62E+01,0,0,0,0
-8.62E+01,0,0,0,0
-8.62E+01,0,0,-0.08,0
-8.62E+01,0,0,-0.08,0
-8.62E+01,0,0,-0.08,0
-8.61E+01,0,0,0,0
-8.61E+01,0,0,-0.08,0
-8.61E+01,0,0,0,0
-8.61E+01,0,0,0,0
-8.61E+01,0,0,0,0.08
-8.60E+01,0,-1,0,0
-8.60E+01,0,0,0,0
-8.60E+01,0,0,0,0
-8.60E+01,0,0,0,0
-8.60E+01,0,-1,-0.16,0
-8.59E+01,0,0,0,0
-8.59E+01,0,0,-0.08,0
-8.59E+01,1,0,-0.08,0.08
-8.59E+01,-1,0,0,0
-8.59E+01,0,0,0,0
-8.58E+01,0,0,-0.08,0
-8.58E+01,-1,-1,0,0
-8.58E+01,0,0,0,0.08
-8.58E+01,0,0,0,0
-8.58E+01,0,0,0,0
-8.57E+01,0,0,-0.08,0
-8.57E+01,0,0,-0.08,0
-8.57E+01,0,0,-0.08,0
-8.57E+01,0,0,-0.08,-0.08
-8.57E+01,0,0,-0.08,0
-8.56E+01,0,0,-0.08,0
-8.56E+01,0,0,-0.08,0
-8.56E+01,-1,0,0,0
-8.56E+01,0,0,0,0
-8.56E+01,0,0,0,0.08
-8.55E+01,1,0,0,0
-8.55E+01,0,0,-0.08,0
-8.55E+01,1,0,0,0.08
-8.55E+01,0,0,-0.08,0
